,Unnamed: 0,id,scrape_id,host_id,host_response_rate,host_acceptance_rate,host_listings_count,host_total_listings_count,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_90,availability_365,number_of_reviews
0,0,35797,20240925021012,153786,1.0,0.99,1.0,1.0,19.38382,-99.2,2.0,1.0,1.0,1.0,1026.3,1.0,7,1.0,7.0,28,88,363,0.0
1,1,44616,20240925021012,196253,1.0,0.93,12.0,13.0,19.41162,-99.17794,2.9,1.4748595090209995,1.4,1.9678361335646877,999.0,1.0,365,1.0,365.0,1,54,325,64.0
2,2,67703,20240925021012,334451,1.0,1.0,3.0,4.0,19.41152,-99.16857,4.0,1.0,2.0,2.0,2029.0,2.0,30,2.0,30.0,3,50,325,49.0
3,3,70644,20240925021012,212109,1.0,1.0,3.0,4.0,19.35614,-99.16308,2.0,1.0,1.0,1.0,1140.0,1.6,180,3.7,180.0,7,57,257,127.0
4,4,107078,20240925021012,540705,1.0,1.0,5.0,7.0,19.43211,-99.19327,2.0,1.5,1.0,1.0,1026.3,1.0,365,1.0,1125.0,9,20,275,11.0
5,5,131610,20240925021012,647454,1.0,0.99,3.0,4.0,19.35416,-99.16488,2.0,1.4748595090209995,2.0,1.9678361335646877,999.0,1.0,730,1.0,730.0,0,0,0,0.0
6,6,165772,20240925021012,790208,1.0,0.98,7.0,8.0,19.40826,-99.18659,2.9,1.4,1.4,1.6,1026.3,2.0,365,2.0,365.0,9,30,230,27.0
7,7,171109,20240925021012,816295,1.0,1.0,2.0,2.0,19.39675,-99.17581,2.0,1.0,1.0,1.0,335.0,1.6,90,4.0,90.0,0,40,315,108.0
8,8,1001517,20240925021012,5507751,1.0,0.95,3.0,3.0,19.3461,-99.15911,6.0,1.4748595090209995,2.0,1.9678361335646877,999.0,2.0,365,2.0,365.0,0,0,158,81.0
9,9,1011428,20240925021012,5307709,1.0,1.0,1.0,2.0,19.34326,-99.19303,6.0,1.4,3.0,3.0,1026.3,1.6,90,1.8,90.0,29,85,353,24.0
10,10,1013504,20240925021012,1664327,1.0,1.0,2.0,2.0,19.34034,-99.18345,1.0,1.5,1.0,1.0,384.0,3.0,200,2.6,200.0,1,17,292,71.0
11,11,1051636,20240925021012,22366411,1.0,0.99,2.0,2.0,19.40592,-99.1691,1.0,1.0,1.0,1.0,947.0,2.0,1125,2.0,1125.0,30,90,365,30.0
12,12,1066945,20240925021012,5870021,1.0,1.0,5.0,5.0,19.35445,-99.16251,2.0,1.0,1.0,1.0,1200.0,2.0,365,2.0,365.0,0,44,292,27.0
13,13,1087636,20240925021012,5975456,1.0,1.0,2.0,2.0,19.4,-99.18356,1.0,1.0,1.0,3.0,526.0,1.0,14,1.0,14.0,21,81,356,49.0
14,14,1164876,20240925021012,212109,1.0,1.0,3.0,4.0,19.35164,-99.15289,6.0,3.5,3.0,3.0,1026.3,1.6,21,1.8,21.0,23,83,173,6.0
15,15,1167552,20240925021012,6393641,1.0,1.0,1.0,3.0,19.41317,-99.15735,2.0,1.5,1.0,2.0,750.0,2.0,28,2.0,1125.0,0,30,30,27.0
16,16,1170780,20240925021012,6409883,1.0,1.0,2.0,2.0,19.39129,-99.1888,2.0,1.0,1.0,1.0,406.0,3.0,1125,3.0,1125.0,0,0,0,17.0
17,17,180808,20240925021012,36836,1.0,0.96,2.0,8.0,19.4239,-99.1689,2.0,1.5,1.0,1.0,1642.0,3.0,365,3.0,1125.0,6,66,341,52.0
18,18,187030,20240925021012,899360,1.0,1.0,6.0,8.0,19.41057,-99.1773,4.0,1.4748595090209995,1.0,1.9678361335646877,999.0,1.6,365,4.0,365.0,0,0,0,104.0
19,19,187745,20240925021012,899360,1.0,1.0,6.0,8.0,19.41057,-99.1773,3.0,1.4748595090209995,1.0,1.9678361335646877,999.0,1.6,365,1.8,365.0,0,0,0,24.0
20,20,194937,20240925021012,899360,1.0,1.0,6.0,8.0,19.41057,-99.1773,2.0,1.0,1.0,1.0,1026.3,1.0,180,1.0,1125.0,0,16,16,77.0
21,21,198778,20240925021012,970609,1.0,1.0,2.0,5.0,19.41412,-99.17891,3.0,1.0,2.0,2.0,800.0,2.0,365,2.0,365.0,7,8,250,27.0
22,22,1187817,20240925021012,4326326,1.0,1.0,6.0,7.0,19.40915,-99.17321,3.0,1.0,1.0,1.0,900.0,1.6,360,1.8,360.0,0,0,119,48.0
23,23,1211383,20240925021012,212109,1.0,1.0,3.0,4.0,19.355,-99.16181,2.0,1.4748595090209995,1.5696453569762017,1.9678361335646877,999.0,1.6,21,5.0,21.0,0,0,0,20.0
24,24,1226234,20240925021012,6688806,1.0,0.99,1.0,1.0,19.42851,-99.19298,4.0,1.5,2.0,2.0,1026.3,1.6,45,1.8,45.0,0,41,53,21.0
25,25,1236668,20240925021012,5525131,1.0,1.0,3.0,17.0,19.4336,-99.13224,4.0,2.0,3.0,0.0,1063.0,3.0,1125,3.0,1125.0,22,73,348,21.0
26,26,1283294,20240925021012,5755202,1.0,0.97,6.2,7.3,19.42801,-99.16467,4.0,1.0,1.0,2.0,1447.0,3.0,1000,3.0,1125.0,25,82,82,27.0
27,27,1286695,20240925021012,6998716,1.0,1.0,1.0,1.0,19.43514,-99.18361,2.0,1.0,1.0,1.0,1068.0,1.6,1125,1.8,1125.0,23,37,214,32.0
28,28,1288566,20240925021012,540705,1.0,1.0,5.0,7.0,19.43179,-99.19426,2.0,1.5,1.0,1.0,1026.3,1.0,1125,1.8,1125.0,18,39,302,27.0
29,29,1309198,20240925021012,7116734,1.0,0.97,6.0,10.0,19.34356,-99.1286,2.0,1.0,1.0,1.0,500.0,2.0,1125,2.0,1125.0,0,0,267,2.0
30,30,1363110,20240925021012,6409883,1.0,1.0,2.0,2.0,19.39165,-99.18885,2.0,1.0,1.0,1.0,406.0,3.0,1125,3.0,1125.0,0,0,0,26.0
31,31,204887,20240925021012,998053,1.0,1.0,1.0,3.0,19.4059,-99.17548,2.0,1.0,1.0,1.0,780.0,3.0,1125,3.0,1125.0,0,47,322,29.0
32,32,245507,20240925021012,1288063,1.0,0.99,12.0,13.0,19.4236,-99.16979,3.0,1.0,1.0,2.0,950.0,1.0,90,1.0,1125.0,9,69,344,27.0
33,33,246057,20240925021012,1288063,1.0,0.99,12.0,13.0,19.42335,-99.16963,2.0,1.0,1.0,1.0,991.0,1.0,90,1.0,1125.0,0,30,305,27.0
34,34,247543,20240925021012,1297488,1.0,1.0,2.0,7.0,19.43516,-99.13806,1.0,1.0,1.0,1.0,676.0,3.0,30,3.0,30.0,14,47,300,134.0
35,35,252618,20240925021012,1326107,1.0,1.0,5.0,7.0,19.41472,-99.15602,1.0,1.0,1.0,2.0,344.0,1.6,365,4.0,1125.0,0,11,247,22.0
36,36,256555,20240925021012,790208,1.0,0.98,7.0,8.0,19.40674,-99.18753,2.9,1.4,1.4,1.6,1026.3,2.0,365,2.0,365.0,9,30,259,27.0
37,37,271048,20240925021012,1417206,1.0,1.0,1.0,2.0,19.42485,-99.17797,2.0,0.0,0.0,1.0,800.0,1.6,365,5.0,365.0,0,0,267,13.0
38,38,276504,20240925021012,1444589,1.0,0.99,1.0,1.0,19.38229,-99.12744,2.0,1.4748595090209995,1.5696453569762017,1.9678361335646877,999.0,1.6,365,1.8,365.0,0,0,0,0.0
39,39,1378164,20240925021012,2492211,1.0,0.99,1.0,1.0,19.39829,-99.13817,2.0,1.0,1.0,1.0,800.0,1.6,150,1.8,150.0,27,87,87,36.0
40,40,1403168,20240925021012,7569372,1.0,1.0,1.0,3.0,19.40288,-99.17884,2.0,2.0,1.0,1.0,618.0,2.0,1125,2.0,1125.0,30,90,365,2.0
41,41,1403218,20240925021012,3777702,1.0,1.0,10.0,11.0,19.44324,-99.14649,2.9,1.4,1.4,1.6,1026.3,1.0,1125,1.0,1125.0,9,53,316,27.0
42,42,1404363,20240925021012,5341352,1.0,1.0,3.0,5.0,19.38015,-99.17402,2.0,1.0,0.0,2.0,800.0,1.6,1125,4.0,1125.0,3,34,309,133.0
43,43,1411454,20240925021012,7609684,1.0,1.0,7.0,7.0,19.41701,-99.1658,2.0,1.0,1.0,1.0,1318.0,3.0,1125,3.0,1125.0,6,55,145,27.0
44,44,1441434,20240925021012,7740056,1.0,1.0,4.0,4.0,19.42796897888184,-99.16129302978516,2.0,1.5,1.0,1.0,1825.0,2.0,365,2.1,1125.0,29,77,244,27.0
45,45,1462549,20240925021012,7838265,1.0,1.0,15.0,26.0,19.42833,-99.17634,2.0,2.0,1.0,2.0,1100.0,3.0,1125,3.0,1125.0,1,52,142,111.0
46,46,1467394,20240925021012,7859933,1.0,1.0,1.0,2.0,19.35407,-99.15812,2.0,1.0,1.0,1.0,622.0,1.0,365,1.0,365.0,29,89,269,0.0
47,47,1476127,20240925021012,7900007,1.0,0.99,2.0,5.0,19.38021,-99.16878,2.0,1.0,1.0,1.0,890.0,1.0,365,1.0,1114.7,23,72,347,27.0
48,48,281134,20240925021012,196253,1.0,0.93,12.0,13.0,19.41124,-99.17748,3.0,1.4748595090209995,1.0,1.9678361335646877,999.0,1.0,365,2.0,365.0,14,43,312,7.0
49,49,287940,20240925021012,1497087,1.0,1.0,12.0,14.0,19.41236,-99.17533,2.0,1.0,1.0,1.0,541.0,1.0,1125,1.0,1125.0,0,47,319,27.0
50,50,291804,20240925021012,1511568,1.0,0.99,1.0,1.0,19.36305,-99.15412,1.0,1.4748595090209995,1.5696453569762017,1.9678361335646877,999.0,2.0,14,2.0,14.0,0,0,0,0.0
51,51,298873,20240925021012,1539548,1.0,0.99,1.0,3.0,19.43494,-99.1455,4.0,1.4748595090209995,2.0,1.9678361335646877,999.0,3.0,180,3.0,180.0,0,0,0,119.0
52,52,323030,20240925021012,970609,1.0,1.0,2.0,5.0,19.41368,-99.17907,3.0,1.0,2.0,2.0,800.0,2.0,365,2.0,365.0,10,21,265,27.0
53,53,325812,20240925021012,1666388,1.0,0.99,1.0,2.0,19.43319,-99.14665,1.0,1.4748595090209995,1.5696453569762017,1.9678361335646877,999.0,1.6,10,4.0,10.0,0,0,0,106.0
54,54,326296,20240925021012,1664327,1.0,1.0,2.0,2.0,19.34034,-99.18345,2.0,1.5,1.0,1.0,552.0,2.0,1125,3.0,1125.0,10,49,266,27.0
55,55,326475,20240925021012,1670032,1.0,0.98,2.0,2.0,19.41444,-99.15734,2.0,1.4748595090209995,2.0,1.9678361335646877,999.0,2.0,31,2.0,1125.0,0,0,0,27.0
56,56,329776,20240925021012,1683373,1.0,1.0,5.0,5.0,19.4,-99.17757,2.0,1.5,1.0,1.0,348.0,3.0,1125,2.7,1125.0,28,87,87,17.0
57,57,331030,20240925021012,1688597,1.0,0.99,2.0,10.0,19.34549,-99.15872,2.0,1.0,1.0,1.0,1300.0,2.0,1125,2.0,1125.0,28,88,363,0.0
58,58,350079,20240925021012,1773936,1.0,0.99,1.0,1.0,19.40639,-99.16686,1.0,1.4748595090209995,1.5696453569762017,1.9678361335646877,999.0,1.6,180,5.0,180.0,0,0,0,0.0
59,59,1483664,20240925021012,6373011,1.0,0.99,2.0,2.0,19.35783,-99.12273,2.0,1.4748595090209995,1.5696453569762017,1.9678361335646877,999.0,1.6,30,1.8,1125.0,0,0,0,3.0
60,60,1547284,20240925021012,5341352,1.0,1.0,3.0,5.0,19.37845,-99.17221,5.0,2.0,2.0,3.0,766.0,1.0,1125,3.0,1125.0,4,30,298,66.0
61,61,1555819,20240925021012,8282570,1.0,1.0,7.0,7.0,19.4161,-99.1661,2.0,1.0,1.0,1.0,1318.0,3.0,1125,3.0,1125.0,18,50,139,27.0
62,62,1565220,20240925021012,2518152,1.0,0.92,8.0,9.0,19.34735,-99.19016,2.0,1.4748595090209995,1.0,1.9678361335646877,999.0,1.0,1125,1.0,1125.0,1,61,336,28.0
63,63,1627630,20240925021012,8282570,1.0,1.0,7.0,7.0,19.41501,-99.16565,3.0,1.0,1.0,2.0,1350.0,3.0,1125,3.0,1125.0,23,48,137,27.0
64,64,1635595,20240925021012,8686853,1.0,0.99,3.0,3.0,19.43149,-99.165543,3.0,1.0,1.0,1.0,1314.0,1.0,1125,1.0,1125.0,0,50,325,70.0
65,65,1656382,20240925021012,796221,1.0,0.99,1.0,1.0,19.41095,-99.18215,1.0,1.4748595090209995,1.5696453569762017,1.9678361335646877,999.0,1.0,1125,1.0,1125.0,0,0,0,0.0
66,66,1676923,20240925021012,18979393,1.0,0.99,2.0,6.0,19.41965,-99.15814,2.0,1.0,1.0,1.0,1913.0,1.0,730,1.0,1125.0,15,49,309,27.0
67,67,362583,20240925021012,1832239,1.0,0.97,3.0,3.0,19.42978,-99.17076,4.0,2.0,2.0,2.0,1546.0,3.0,1125,3.0,1125.0,25,66,293,44.0
68,68,375032,20240925021012,1886913,1.0,1.0,10.0,12.0,19.4075,-99.17561,2.9,1.4,1.4,1.6,1026.3,1.0,30,1.0,30.0,22,77,352,53.0
69,69,386265,20240925021012,1933252,1.0,1.0,2.0,3.0,19.3424,-99.15419,1.0,1.0,1.0,1.0,324.0,1.6,1125,4.0,1125.0,0,0,267,21.0
70,70,395446,20240925021012,899360,1.0,1.0,6.0,8.0,19.41068,-99.17732,2.0,1.0,1.0,1.0,1026.3,1.6,180,4.0,1125.0,2,52,52,33.0
71,71,419110,20240925021012,2084312,1.0,1.0,1.0,3.0,19.41017,-99.17886,2.0,1.5,1.0,2.0,638.0,3.0,15,3.0,15.0,29,88,88,49.0
72,72,454693,20240925021012,1601561,1.0,0.94,1.0,3.0,19.40835638269101,-99.17329884322169,2.0,1.5,1.0,1.0,1401.0,1.0,120,1.0,1125.0,11,42,248,27.0
73,73,456242,20240925021012,1767559,1.0,1.0,3.0,3.0,19.33132,-99.2,1.0,1.4748595090209995,1.5696453569762017,1.9678361335646877,999.0,3.0,90,3.0,90.0,0,0,0,2.0
74,74,1727725,20240925021012,2518152,1.0,0.92,8.0,9.0,19.34923,-99.19307,2.0,1.0,1.0,1.0,2043.0,1.0,90,1.0,1125.0,19,79,354,36.0
75,75,1736063,20240925021012,2518152,1.0,0.92,8.0,9.0,19.3486,-99.19296,2.0,1.4748595090209995,1.0,1.9678361335646877,999.0,1.0,1125,1.0,1125.0,17,77,352,58.0
76,76,1768385,20240925021012,1004821,1.0,1.0,6.2,7.3,19.43432,-99.14581,6.0,2.0,2.0,1.6,958.0,2.0,1125,2.9,1125.0,14,56,146,27.0
77,77,1798108,20240925021012,1595855,1.0,1.0,2.0,6.0,19.41638,-99.16868,2.0,1.0,2.0,2.0,1300.0,1.0,365,1.8,365.0,5,58,333,9.0
78,78,1826212,20240925021012,9556116,1.0,1.0,1.0,4.0,19.38089,-99.17245,4.0,2.0,2.0,3.0,1000.0,1.6,1125,5.0,1125.0,29,89,364,95.0
79,79,1850394,20240925021012,9664207,1.0,0.97,16.0,16.0,19.43122,-99.15562,4.0,2.0,2.0,2.0,2595.0,2.0,365,3.6,1125.0,0,2,253,27.0
80,80,1869809,20240925021012,8793173,1.0,0.99,1.0,1.0,19.36823,-99.18607,4.0,1.5,2.0,1.6,950.0,1.6,1125,1.8,1125.0,0,0,208,3.0
81,81,1877286,20240925021012,5755202,1.0,0.97,6.2,7.3,19.42804,-99.16463,4.0,1.0,1.0,2.0,1350.0,2.0,1125,2.0,1125.0,28,83,83,119.0
82,82,458808,20240925021012,2281290,1.0,0.98,6.2,7.3,19.42675,-99.1613,2.0,1.0,1.0,2.0,802.0,1.0,1125,1.0,1125.0,0,45,320,125.0
83,83,486913,20240925021012,2409917,1.0,0.99,3.0,3.0,19.43898,-99.16142,2.0,1.0,1.0,2.0,1011.0,1.0,365,1.0,1125.0,0,0,268,35.0
84,84,491412,20240925021012,2428947,1.0,1.0,11.0,11.0,19.38875,-99.2,1.0,1.0,1.0,1.0,1143.0,1.6,1125,1.8,1125.0,28,88,88,0.0
85,85,499553,20240925021012,1297488,1.0,1.0,2.0,7.0,19.43621,-99.13874,7.0,3.5,1.4,1.6,1026.3,3.0,30,3.0,30.0,15,56,90,25.0
86,86,501037,20240925021012,1364145,1.0,1.0,2.0,2.0,19.41578,-99.17425,4.0,1.0,2.0,2.0,1150.0,1.6,95,4.0,1125.0,1,27,296,125.0
87,87,1919273,20240925021012,9949877,1.0,1.0,2.0,10.0,19.42131,-99.16722,2.0,1.0,1.0,1.0,450.0,1.6,60,1.8,60.0,10,59,59,88.0
88,88,1919310,20240925021012,9949877,1.0,1.0,2.0,10.0,19.42242,-99.16823,2.0,1.0,1.0,1.0,350.0,1.6,60,1.8,60.0,0,44,44,27.0
89,89,1919438,20240925021012,3494399,1.0,0.99,1.0,3.0,19.42048,-99.15678,3.0,1.0,1.0,2.0,1049.0,1.6,1125,4.0,1125.0,9,61,240,27.0
90,90,1920070,20240925021012,9953466,1.0,0.99,1.0,2.0,19.4,-99.17076,1.0,1.4748595090209995,1.5696453569762017,1.9678361335646877,999.0,1.0,1125,1.0,1125.0,0,0,0,3.0
91,91,1925256,20240925021012,2518152,1.0,0.92,8.0,9.0,19.34868,-99.1943,2.0,1.4748595090209995,1.0,1.9678361335646877,999.0,1.0,1125,1.0,1125.0,0,42,317,49.0
92,92,1945351,20240925021012,340030,1.0,1.0,4.0,5.0,19.4,-99.2,2.0,1.0,1.0,1.0,513.0,3.0,1125,3.0,1125.0,4,56,311,3.0
93,93,1988412,20240925021012,10128524,1.0,0.99,1.0,2.0,19.38672,-99.15554,3.0,1.4748595090209995,2.0,1.9678361335646877,999.0,1.6,365,1.8,365.0,0,0,0,23.0
94,94,1999474,20240925021012,10300365,1.0,1.0,1.0,1.0,19.42073,-99.16173,4.0,2.0,2.0,2.0,1932.0,1.6,45,4.0,45.0,20,69,338,57.0
95,95,2030859,20240925021012,790208,1.0,0.98,7.0,8.0,19.40692,-99.18831,6.0,2.0,2.0,1.6,883.0,2.0,365,2.0,365.0,9,30,259,50.0
96,96,517503,20240925021012,2547499,1.0,1.0,1.0,4.0,19.43784,-99.2,2.0,1.0,1.0,1.0,576.0,1.0,1125,1.0,1125.0,24,71,326,27.0
97,97,527473,20240925021012,158585,1.0,1.0,2.0,4.0,19.41887,-99.17333,4.0,1.0,2.0,3.0,2302.0,1.0,90,1.0,1125.0,9,47,214,27.0
98,98,544105,20240925021012,2674950,1.0,1.0,1.0,3.0,19.44289207458496,-99.20138549804688,2.0,1.0,1.0,1.0,950.0,2.0,30,2.0,1125.0,12,42,42,65.0
99,99,567176,20240925021012,2336127,1.0,1.0,1.0,1.0,19.45535,-99.15867,1.0,1.0,1.0,1.0,310.0,1.6,90,1.8,90.0,27,87,362,28.0
100,100,571166,20240925021012,196253,1.0,0.93,12.0,13.0,19.41346,-99.1775,3.0,1.0,1.0,1.0,1872.0,1.0,365,2.0,365.0,0,0,253,1.0
101,101,579534,20240925021012,1326107,1.0,1.0,5.0,7.0,19.41269,-99.15512,2.0,1.0,1.0,1.0,600.0,1.6,1825,5.0,1825.0,0,0,267,16.0
102,102,583039,20240925021012,2872228,1.0,1.0,15.0,16.0,19.43374,-99.14616,4.0,2.0,2.0,2.0,1383.0,2.0,60,2.0,1125.0,20,59,230,110.0
103,103,607833,20240925021012,1849414,1.0,0.99,1.0,1.0,19.48321,-99.2,2.0,1.0,1.0,1.0,386.0,3.0,365,3.0,365.0,27,87,87,6.0
104,104,609012,20240925021012,2944126,1.0,1.0,1.0,2.0,19.43221,-99.15708,2.0,1.5,1.0,1.0,1449.0,1.6,365,4.0,365.0,0,54,329,22.0
105,105,2033931,20240925021012,7838265,1.0,1.0,15.0,26.0,19.42887,-99.17651,2.0,1.0,1.0,1.0,801.0,3.0,1125,3.0,1125.0,26,86,176,50.0
106,106,2056514,20240925021012,10531228,1.0,1.0,3.0,7.0,19.35711,-99.16049,4.0,1.0,2.0,3.0,908.0,1.6,1125,1.8,1125.0,29,89,364,46.0
107,107,2056622,20240925021012,10531228,1.0,1.0,3.0,7.0,19.35538,-99.16276,3.0,1.0,1.0,2.0,1874.0,2.0,1125,2.0,1125.0,29,89,364,15.0
108,108,2056638,20240925021012,10531228,1.0,1.0,3.0,7.0,19.35353,-99.16299,3.0,1.5,1.0,2.0,1527.0,1.6,1125,1.8,1125.0,29,89,364,21.0
109,109,2072354,20240925021012,16840050,1.0,0.99,3.0,3.0,19.35358,-99.16948,2.0,1.0,1.0,1.0,750.0,3.0,120,3.0,120.0,27,87,362,61.0
110,110,2075738,20240925021012,2339771,1.0,1.0,1.0,2.0,19.41909,-99.16043,2.0,2.0,1.0,1.0,2705.0,3.0,30,3.0,30.0,6,26,249,102.0
111,111,2083241,20240925021012,8282570,1.0,1.0,7.0,7.0,19.4163,-99.16613,3.0,1.0,1.0,2.0,1350.0,3.0,1125,3.0,1125.0,9,60,149,27.0
112,112,2084093,20240925021012,10644799,1.0,1.0,5.0,5.0,19.43949,-99.2,2.0,1.0,1.0,2.0,444.0,1.0,1125,1.0,1125.0,21,64,332,27.0
113,113,2094427,20240925021012,3675629,1.0,0.95,4.0,9.0,19.43573,-99.18955,2.0,1.0,1.0,1.0,1500.0,3.0,730,3.0,1125.0,18,32,307,87.0
114,114,609594,20240925021012,2223274,1.0,1.0,1.0,2.0,19.4,-99.2,5.0,1.0,3.0,1.6,870.0,1.6,365,1.8,365.0,23,83,358,14.0
115,115,617137,20240925021012,3059169,1.0,0.99,1.0,1.0,19.44614,-99.15868,2.0,1.4748595090209995,1.5696453569762017,1.9678361335646877,999.0,1.0,1125,1.0,1125.0,0,0,0,0.0
116,116,640803,20240925021012,3200155,1.0,1.0,3.0,3.0,19.35106,-99.19789,4.0,1.4748595090209995,2.0,1.9678361335646877,999.0,1.6,21,4.0,21.0,27,87,362,22.0
117,117,642725,20240925021012,3213044,1.0,0.99,1.0,1.0,19.40809,-99.18109,2.0,1.4748595090209995,1.5696453569762017,1.9678361335646877,999.0,2.0,365,2.0,365.0,0,0,0,0.0
118,118,642797,20240925021012,3151538,1.0,1.0,6.0,15.0,19.41499,-99.18215,6.0,2.5,3.0,3.0,1026.3,1.6,1125,5.0,1125.0,6,63,338,101.0
119,119,654106,20240925021012,3289927,1.0,0.99,1.0,1.0,19.44333,-99.18497,1.0,1.0,2.0,1.0,657.0,1.6,180,5.0,180.0,24,84,212,1.0
120,120,655422,20240925021012,3299226,1.0,1.0,2.0,2.0,19.41417,-99.2,2.9,3.0,1.4,1.6,992.0,2.0,1125,2.0,1125.0,21,68,339,126.0
121,121,691019,20240925021012,3531879,1.0,1.0,4.0,4.0,19.43422,-99.145658,6.0,2.0,2.0,3.0,1300.0,1.6,180,1.8,180.0,19,44,90,27.0
122,122,696031,20240925021012,3531879,1.0,1.0,4.0,4.0,19.44226,-99.18406,4.0,1.0,2.0,2.0,1130.0,1.6,1125,1.8,1125.0,4,26,301,27.0
123,123,696037,20240925021012,3531879,1.0,1.0,4.0,4.0,19.4418,-99.18402,6.0,2.0,3.0,3.0,1600.0,1.6,365,1.8,365.0,26,46,269,39.0
124,124,704779,20240925021012,2872228,1.0,1.0,15.0,16.0,19.43103,-99.14661,2.0,1.0,1.0,1.0,990.0,2.0,60,2.0,1125.0,15,53,119,21.0
125,125,728372,20240925021012,3777702,1.0,1.0,10.0,11.0,19.44222,-99.14461,2.9,1.4,1.4,1.6,2705.0,1.0,90,1.0,90.0,14,56,323,27.0
126,126,2112138,20240925021012,16840050,1.0,0.99,3.0,3.0,19.35284,-99.1695,2.0,1.0,1.0,2.0,850.0,3.0,90,3.0,90.0,23,83,358,37.0
127,127,2117709,20240925021012,4079778,1.0,1.0,4.0,6.0,19.34219,-99.15952,2.0,1.4748595090209995,1.0,1.9678361335646877,999.0,3.0,1125,3.0,1125.0,0,0,264,9.0
128,128,2118573,20240925021012,10802698,1.0,0.98,4.0,4.0,19.38777,-99.17532,6.0,3.0,3.0,1.6,1805.0,2.0,180,2.0,1125.0,14,63,63,27.0
129,129,2127400,20240925021012,350668,1.0,1.0,1.0,1.0,19.4199,-99.16044,2.0,1.5,1.0,1.0,1836.0,2.0,7,2.0,7.0,0,29,280,27.0
130,130,2130176,20240925021012,1326107,1.0,1.0,5.0,7.0,19.41416,-99.1568,4.0,1.0,2.0,2.0,1022.0,1.6,720,1.8,720.0,7,31,31,39.0
131,131,2171338,20240925021012,110218260,1.0,0.99,4.0,5.0,19.43339,-99.15467,5.0,1.5,1.0,3.0,1836.0,2.0,1125,2.0,1125.0,26,79,354,27.0
132,132,2178349,20240925021012,906106,1.0,1.0,1.0,1.0,19.42914772033692,-99.15665435791016,4.0,1.0,2.0,2.0,996.0,2.0,1125,2.0,1125.0,0,3,244,32.0
133,133,2228415,20240925021012,2518152,1.0,0.92,8.0,9.0,19.34762,-99.19315,6.0,2.5,3.0,3.0,1026.3,3.0,120,3.0,1125.0,17,52,138,5.0
134,134,2238309,20240925021012,7165956,1.0,1.0,2.0,4.0,19.41689,-99.17792,2.0,1.0,1.0,2.0,1480.0,3.0,730,3.0,1125.0,0,0,268,27.0
135,135,737328,20240925021012,3850198,1.0,1.0,19.0,21.0,19.43059,-99.17073,2.0,1.0,1.0,1.0,1275.0,2.0,730,2.0,1125.0,23,72,347,25.0
136,136,741557,20240925021012,3850198,1.0,1.0,19.0,21.0,19.43059,-99.17073,2.0,1.0,1.0,1.0,1353.0,2.0,730,2.0,730.0,0,24,299,7.0
137,137,760912,20240925021012,3817743,1.0,1.0,1.0,1.0,19.40891,-99.16083,2.0,1.5,1.0,1.0,773.0,1.0,14,1.0,14.0,28,88,363,5.0
138,138,783080,20240925021012,1767559,1.0,1.0,3.0,3.0,19.33009,-99.21418,1.0,1.5,1.0,1.0,966.0,1.6,90,4.0,90.0,0,16,291,4.0
139,139,783480,20240925021012,4129056,1.0,1.0,2.0,2.0,19.35319,-99.2,4.0,2.5,2.0,2.0,500.0,2.0,365,2.0,365.0,21,81,356,35.0
140,140,796477,20240925021012,4195771,1.0,1.0,1.0,1.0,19.41824,-99.1756,2.0,1.0,1.0,1.0,580.0,1.6,120,5.0,120.0,0,0,268,27.0
141,141,817291,20240925021012,4017148,1.0,1.0,2.0,6.0,19.38468,-99.17708,4.0,1.0,2.0,2.0,1024.0,2.0,60,2.0,60.0,24,65,65,83.0
142,142,822005,20240925021012,4316391,1.0,1.0,1.0,4.0,19.40243,-99.17828,6.0,1.0,1.0,1.0,1347.0,1.6,360,4.0,360.0,0,0,226,55.0
143,143,824016,20240925021012,4326326,1.0,1.0,6.0,7.0,19.40915,-99.17321,2.0,1.0,1.0,1.0,900.0,1.6,360,1.8,360.0,0,0,237,45.0
144,144,2267075,20240925021012,11576147,1.0,1.0,3.0,3.0,19.43356817253434,-99.15863118836056,2.0,2.0,1.0,1.0,509.0,1.0,365,1.0,365.0,26,86,266,4.0
145,145,2284377,20240925021012,11668406,1.0,1.0,5.0,8.0,19.436834,-99.207855,2.0,1.5,1.0,1.0,966.0,1.6,1125,1.8,1125.0,0,23,203,23.0
146,146,2289797,20240925021012,10211713,1.0,0.9,1.0,1.0,19.42054,-99.17074,4.0,1.0,2.0,2.0,1050.0,1.6,180,1.8,1125.0,5,15,156,27.0
147,147,2297850,20240925021012,11736749,1.0,1.0,5.0,7.0,19.42887,-99.17651,2.0,1.0,1.0,1.0,699.0,1.6,1125,5.0,1125.0,14,69,344,27.0
148,148,2302615,20240925021012,11759686,1.0,1.0,2.0,5.0,19.42829,-99.16516,2.0,1.0,1.0,1.0,2415.0,3.0,1125,3.0,1125.0,30,90,357,1.0
149,149,2307983,20240925021012,3887359,1.0,1.0,1.0,1.0,19.42589,-99.16634,5.0,1.5,2.0,1.6,1868.0,2.0,1125,2.0,1125.0,13,37,282,27.0
