,Unnamed: 0,id,scrape_id,host_id,host_response_rate,host_acceptance_rate,host_listings_count,host_total_listings_count,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_90,availability_365,number_of_reviews
12656,12656,628265619472606978,20240925021012,459421787,1.0,1.0,1.0,1.0,19.41567003236783,-99.16240583432278,6.0,3.5,2.0,3.0,1500.0,1.6,55,1.8,55.0,0,0,87,0.0
12657,12657,628323652704700848,20240925021012,192800057,1.0,1.0,1.0,1.0,19.36536,-99.1444,3.0,1.5,1.0,2.0,600.0,1.0,365,1.0,1125.0,0,0,268,8.0
12658,12658,628351060617782520,20240925021012,104400812,1.0,0.99,18.0,25.0,19.4441,-99.20105,6.0,1.0,2.0,3.0,1521.0,1.0,90,1.1,753.8,11,69,108,35.0
12659,12659,628371443290426172,20240925021012,459449281,1.0,0.99,1.0,1.0,19.4257,-99.15844,2.0,1.4748595090209995,1.0,1.9678361335646877,999.0,1.0,10,1.0,1125.0,0,0,0,4.0
12660,12660,628373003436986177,20240925021012,6671822,1.0,1.0,8.0,10.0,19.41072,-99.18108,4.0,2.0,2.0,2.0,1996.0,1.6,50,4.0,1125.0,12,65,65,54.0
12661,12661,628378468906073220,20240925021012,20186254,1.0,1.0,2.0,3.0,19.41804,-99.15532,2.0,1.0,1.0,2.0,1548.0,2.0,1125,2.0,1125.0,22,65,150,86.0
12662,12662,623023337665139038,20240925021012,134887701,1.0,1.0,2.0,2.0,19.42637,-99.19077,6.0,3.0,3.0,3.0,2500.0,3.0,1125,3.0,1125.0,0,19,19,10.0
12663,12663,623028085511480352,20240925021012,440929667,1.0,0.93,2.0,2.0,19.42379,-99.16596,4.0,1.0,1.0,1.0,1048.0,2.0,365,2.0,997.5,23,83,358,12.0
12664,12664,623093049117020941,20240925021012,245650660,1.0,0.94,3.0,3.0,19.40758880035933,-99.17084603305128,4.0,1.4748595090209995,2.0,1.9678361335646877,999.0,2.0,60,2.0,1125.0,0,0,0,7.0
12665,12665,623134163595009637,20240925021012,458252782,1.0,0.99,1.0,2.0,19.4201209,-99.1692955,2.0,1.0,1.0,1.0,1026.3,1.0,365,1.0,365.0,0,0,208,0.0
12666,12666,623168948995676007,20240925021012,371663203,1.0,1.0,1.0,1.0,19.4,-99.154167,2.0,1.5,1.0,1.0,414.0,1.0,2,1.0,2.0,30,89,364,10.0
12667,12667,623173038085483895,20240925021012,375454819,1.0,1.0,24.0,24.0,19.407688,-99.173706,3.0,1.4748595090209995,1.0,1.9678361335646877,999.0,1.0,365,1.0,1125.0,30,90,365,27.0
12668,12668,623218686909116383,20240925021012,458045212,1.0,0.99,2.0,2.0,19.41206,-99.17318,4.0,2.5,3.0,3.0,1026.3,1.6,730,4.0,1125.0,30,90,365,2.0
12669,12669,623242375174163861,20240925021012,375454819,1.0,1.0,24.0,24.0,19.407688,-99.173706,3.0,1.0,1.0,2.0,2654.0,1.0,45,1.1,1125.0,25,85,360,63.0
12670,12670,623299569056962608,20240925021012,375454819,1.0,1.0,24.0,24.0,19.407688,-99.173706,5.0,1.4748595090209995,1.0,1.9678361335646877,999.0,1.0,365,1.0,1125.0,28,86,361,30.0
12671,12671,628384048499346243,20240925021012,286926815,1.0,1.0,5.0,7.0,19.40567,-99.16177,4.0,1.0,1.0,2.0,599.0,1.0,60,1.0,1125.0,29,89,364,21.0
12672,12672,628488107279051865,20240925021012,459192997,1.0,0.99,2.0,2.0,19.4,-99.1412,3.0,1.4748595090209995,1.5696453569762017,1.9678361335646877,999.0,1.0,13,1.0,13.0,0,0,0,0.0
12673,12673,628506359136720420,20240925021012,145673136,1.0,0.99,2.0,2.0,19.42247,-99.2,4.0,2.0,2.0,2.0,993.0,1.0,365,1.0,1125.0,0,0,117,123.0
12674,12674,628798435021244248,20240925021012,345255318,1.0,0.99,15.0,7.3,19.42267,-99.2138,2.0,1.4748595090209995,1.0,1.9678361335646877,999.0,2.0,365,2.0,365.0,0,0,0,0.0
12675,12675,628852722762643150,20240925021012,459554319,1.0,1.0,1.0,1.0,19.427456,-99.170631,2.0,1.0,1.0,1.0,1100.0,1.0,365,1.0,365.0,0,0,42,6.0
12676,12676,623323173676585952,20240925021012,27449159,1.0,0.97,6.2,7.3,19.43305015563965,-99.17485809326172,4.0,1.0,1.0,1.0,1163.0,1.0,365,1.0,1125.0,13,73,348,14.0
12677,12677,623334188781623983,20240925021012,32161788,1.0,1.0,2.0,2.0,19.414066,-99.160545,4.0,1.0,3.0,3.0,1400.0,2.0,1125,2.0,1125.0,1,24,299,4.0
12678,12678,623367524630228077,20240925021012,366007127,1.0,0.99,3.0,3.0,19.42686,-99.2,1.0,1.4748595090209995,1.5696453569762017,1.9678361335646877,999.0,1.0,15,1.0,1125.0,0,0,0,22.0
12679,12679,623820919588280879,20240925021012,366007127,1.0,0.99,3.0,3.0,19.42713,-99.2,2.0,1.4748595090209995,1.5696453569762017,1.9678361335646877,999.0,1.0,15,1.0,1125.0,0,0,0,25.0
12680,12680,623839297055841352,20240925021012,375454819,1.0,1.0,24.0,24.0,19.407688,-99.173706,2.0,1.4748595090209995,1.0,1.9678361335646877,999.0,1.0,365,1.0,1125.0,25,80,350,21.0
12681,12681,623850152432115054,20240925021012,366007127,1.0,0.99,3.0,3.0,19.42548,-99.2,2.0,1.4748595090209995,1.5696453569762017,1.9678361335646877,999.0,1.0,365,1.0,365.0,0,0,0,19.0
12682,12682,623867389254301102,20240925021012,66522047,1.0,1.0,21.0,22.0,19.412617,-99.168053,4.0,2.0,2.0,2.0,2000.0,1.0,365,1.0,365.0,0,0,0,73.0
12683,12683,623897759935175861,20240925021012,375454819,1.0,1.0,24.0,24.0,19.407688,-99.173706,3.0,1.4748595090209995,1.0,1.9678361335646877,999.0,1.0,365,1.0,1125.0,9,47,318,20.0
12684,12684,623909185182585854,20240925021012,73613038,1.0,1.0,2.0,2.0,19.4385,-99.15531,2.0,1.0,1.0,1.0,870.0,2.0,730,2.0,730.0,0,0,208,26.0
12685,12685,628857856883574757,20240925021012,338026302,1.0,0.99,2.0,2.0,19.43713,-99.2024,6.0,2.0,2.0,3.0,1210.0,1.0,1125,1.0,1125.0,18,66,156,114.0
12686,12686,628876422256845513,20240925021012,403291673,1.0,0.96,1.0,1.0,19.41618,-99.15549,3.0,2.0,1.0,1.0,1253.0,3.0,365,1.0,1125.0,13,65,245,37.0
12687,12687,628894805472626624,20240925021012,30368106,1.0,1.0,2.0,4.0,19.412565,-99.173523,1.0,1.0,1.0,1.0,680.0,1.0,365,1.0,1125.0,5,16,291,17.0
12688,12688,628907421359015484,20240925021012,301401057,1.0,0.99,10.0,14.0,19.37446,-99.19543,2.0,1.5,1.0,1.0,250.0,1.6,365,1.0,1125.0,0,0,267,6.0
12689,12689,628943076087036815,20240925021012,20918962,1.0,1.0,2.0,2.0,19.43872,-99.17753,4.0,2.0,2.0,3.0,834.0,2.0,60,2.0,60.0,18,59,59,37.0
12690,12690,623924190535192869,20240925021012,72419976,1.0,1.0,1.0,1.0,19.43476104736328,-99.15227508544922,3.0,1.4748595090209995,1.0,1.9678361335646877,999.0,2.0,1125,2.0,1125.0,23,77,352,4.0
12691,12691,623936618816719054,20240925021012,191623302,1.0,0.99,1.0,1.0,19.42132,-99.17199,4.0,1.0,2.0,2.0,1159.0,2.0,1125,2.0,1125.0,0,0,268,2.0
12692,12692,623952448749540624,20240925021012,458459262,1.0,1.0,3.0,3.0,19.42465,-99.16043,2.0,1.0,1.0,1.0,1200.0,2.0,90,2.0,1125.0,18,60,60,42.0
12693,12693,623961775431280226,20240925021012,301751381,1.0,1.0,4.0,4.0,19.33759,-99.12333,2.0,1.0,1.0,1.0,400.0,1.6,150,5.0,150.0,12,72,347,23.0
12694,12694,623967217368518311,20240925021012,375454819,1.0,1.0,24.0,24.0,19.407688,-99.173706,6.0,1.4748595090209995,2.0,1.9678361335646877,999.0,1.0,365,1.0,1125.0,25,85,360,9.0
12695,12695,623996307902768769,20240925021012,10764020,1.0,0.99,6.2,7.3,19.43074607849121,-99.20037078857422,4.0,2.0,2.0,2.0,1026.3,2.0,365,2.0,365.0,28,88,360,0.0
12696,12696,624023713830517299,20240925021012,451159548,1.0,1.0,30.0,32.0,19.43596,-99.19035,2.9,3.0,1.4,1.6,1908.0,1.0,365,1.1,365.0,12,37,311,104.0
12697,12697,624144740973952552,20240925021012,458502374,1.0,1.0,1.0,1.0,19.44603729248047,-99.18492889404295,4.0,1.5,2.0,2.0,991.0,2.0,1125,2.0,1125.0,0,57,325,47.0
12698,12698,624468108879390724,20240925021012,216483893,1.0,0.95,3.0,3.0,19.43546,-99.15106,5.0,1.4748595090209995,1.0,1.9678361335646877,999.0,3.0,1125,3.0,1125.0,0,0,0,1.0
12699,12699,629084628326624017,20240925021012,326700916,1.0,1.0,6.0,10.0,19.415119,-99.170135,4.0,2.0,2.0,2.0,1846.0,2.0,90,2.0,1125.0,9,49,87,95.0
12700,12700,629161150640318254,20240925021012,163626571,1.0,1.0,11.0,11.0,19.37948,-99.18851,1.0,1.4748595090209995,1.0,1.9678361335646877,999.0,1.0,365,1.0,365.0,0,4,279,5.0
12701,12701,629184881157194439,20240925021012,403848214,1.0,0.99,6.2,7.3,19.41587448120117,-99.17569732666016,4.0,2.0,2.0,2.0,1887.0,1.0,365,1.5,1125.0,12,26,26,27.0
12702,12702,629222566775370727,20240925021012,459651977,1.0,0.99,1.0,1.0,19.437611,-99.138817,2.0,1.4748595090209995,1.5696453569762017,1.9678361335646877,999.0,1.0,365,1.0,365.0,0,0,0,0.0
12703,12703,629558456788366867,20240925021012,452872126,1.0,1.0,7.0,22.0,19.4256,-99.17554,2.0,1.0,1.0,0.0,1612.0,1.0,365,1.0,365.0,25,76,133,126.0
12704,12704,629579408789014735,20240925021012,230207342,1.0,1.0,1.0,1.0,19.41438,-99.17837,3.0,2.0,1.0,1.0,1057.0,1.6,365,5.0,365.0,4,4,90,5.0
12705,12705,629625295138496126,20240925021012,414947167,1.0,1.0,2.0,2.0,19.431337828428468,-99.16899426137508,4.0,1.0,1.0,2.0,1043.0,2.0,1125,2.0,1125.0,24,71,337,37.0
12706,12706,624536276766115586,20240925021012,267983259,1.0,0.96,28.0,7.3,19.43154,-99.16573,4.0,2.0,2.0,3.0,1400.0,1.0,365,1.8,365.0,18,30,198,46.0
12707,12707,624628032804184277,20240925021012,414194557,1.0,0.99,8.0,8.0,19.43553,-99.2049,2.0,2.0,1.0,1.0,783.0,1.0,365,1.0,1125.0,17,72,162,36.0
12708,12708,624691605010850042,20240925021012,245618000,1.0,1.0,6.2,7.3,19.42841,-99.17383,2.0,1.0,1.0,1.0,974.0,1.0,30,1.0,1125.0,25,80,354,67.0
12709,12709,624729765066586412,20240925021012,12615485,1.0,1.0,2.0,3.0,19.43353,-99.18732,2.9,3.0,3.0,1.6,1750.0,1.0,365,1.1,1063.9,17,74,236,113.0
12710,12710,624813934659858771,20240925021012,120983839,1.0,1.0,3.0,3.0,19.36477,-99.16108,4.0,0.0,0.0,2.0,1150.0,1.6,365,5.0,1125.0,0,54,144,5.0
12711,12711,624831053067686125,20240925021012,455249221,1.0,0.99,1.0,1.0,19.40286,-99.14997,1.0,1.4748595090209995,1.5696453569762017,1.9678361335646877,999.0,2.0,365,2.0,365.0,0,0,0,0.0
12712,12712,624832277317281826,20240925021012,95021410,1.0,1.0,1.0,1.0,19.39918,-99.17519,2.0,1.0,1.0,1.0,550.0,1.0,28,1.0,28.0,30,90,365,1.0
12713,12713,624832285761102908,20240925021012,66387078,1.0,1.0,6.2,7.3,19.42989,-99.16327,3.0,1.0,1.0,2.0,381.0,1.0,29,1.9,217.2,25,80,86,58.0
12714,12714,624836602668719780,20240925021012,66387078,1.0,1.0,6.2,7.3,19.43001,-99.16453,2.0,1.0,1.0,1.0,342.0,1.0,365,1.9,83.6,17,73,80,70.0
12715,12715,624838959432562420,20240925021012,66387078,1.0,1.0,6.2,7.3,19.42999,-99.16323,2.0,1.0,1.0,1.0,334.0,1.0,28,1.9,25.5,17,74,80,59.0
12716,12716,629629624708507169,20240925021012,340292721,1.0,1.0,1.0,1.0,19.372663,-99.134598,4.0,2.0,2.0,2.0,856.0,2.0,1125,2.0,1125.0,26,84,359,43.0
12717,12717,629681816267857299,20240925021012,117703068,1.0,0.97,11.0,13.0,19.370474,-99.171669,2.0,1.0,1.0,1.0,370.0,2.0,365,2.0,1125.0,28,88,363,32.0
12718,12718,629747327255137928,20240925021012,451159548,1.0,1.0,30.0,32.0,19.445026,-99.20298,5.0,2.0,2.0,3.0,1956.0,2.0,365,2.1,365.0,20,80,355,11.0
12719,12719,629759959592220751,20240925021012,25505471,1.0,0.98,6.2,7.3,19.411661,-99.17524,2.9,3.5,1.4,1.6,1026.3,3.0,365,3.0,1125.0,15,69,338,65.0
12720,12720,625129519506119967,20240925021012,458725838,1.0,1.0,1.0,1.0,19.39035,-99.17918,4.0,3.5,2.0,3.0,1026.3,1.0,1125,1.3,1125.0,27,84,359,36.0
12721,12721,625221585069610512,20240925021012,56264441,1.0,1.0,1.0,8.0,19.35218070865569,-99.14925523325893,1.0,1.4748595090209995,1.0,1.9678361335646877,999.0,1.6,60,1.8,60.0,29,89,364,0.0
12722,12722,625263302350356206,20240925021012,137132393,1.0,1.0,14.0,14.0,19.43309,-99.193863,2.0,1.4748595090209995,1.0,1.9678361335646877,999.0,2.0,365,2.0,1125.0,30,90,365,25.0
12723,12723,625288198342162662,20240925021012,3561989,1.0,1.0,3.0,3.0,19.436256,-99.150406,4.0,1.0,2.0,3.0,1000.0,1.0,90,1.0,1125.0,17,58,141,128.0
12724,12724,625317032268794605,20240925021012,16148871,1.0,0.99,6.2,7.3,19.436843872070312,-99.18611907958984,6.0,2.5,3.0,3.0,1026.3,1.0,365,1.0,1125.0,0,45,314,34.0
12725,12725,625340520292659105,20240925021012,5488233,1.0,1.0,1.0,3.0,19.4341,-99.21145,2.0,1.4748595090209995,1.0,1.9678361335646877,999.0,2.0,1125,2.0,1125.0,2,5,5,69.0
12726,12726,625355994404158744,20240925021012,380633768,1.0,1.0,7.0,7.0,19.40688,-99.16069,2.0,1.0,1.0,1.0,550.0,1.0,365,1.0,365.0,0,53,328,6.0
12727,12727,625390520781978707,20240925021012,458800829,1.0,1.0,4.0,4.0,19.41997,-99.2,2.0,1.0,1.0,1.0,920.0,1.0,6,1.0,1125.0,25,63,327,63.0
12728,12728,625472082755913857,20240925021012,458818343,1.0,0.98,2.0,3.0,19.34944,-99.16143,2.0,1.0,1.0,1.0,595.0,2.0,365,2.0,1125.0,26,77,94,27.0
12729,12729,625498208411701137,20240925021012,316264544,1.0,1.0,23.0,7.3,19.432302,-99.178101,2.0,1.0,1.0,1.0,1546.0,1.0,90,1.0,90.0,30,90,365,9.0
12730,12730,625559526465197168,20240925021012,485786839,1.0,0.97,8.0,11.0,19.43683,-99.18977,2.9,2.0,3.0,1.6,1841.0,1.0,365,2.1,365.0,18,66,340,86.0
12731,12731,629801433113332081,20240925021012,316264544,1.0,1.0,23.0,7.3,19.432302,-99.178101,2.0,1.0,1.0,1.0,1093.0,1.0,90,1.0,90.0,30,90,365,3.0
12732,12732,629863737376865755,20240925021012,106395659,1.0,0.99,1.0,1.0,19.40117,-99.18993,2.0,2.0,1.0,2.0,1500.0,1.6,1125,5.0,1125.0,27,87,87,0.0
12733,12733,629911289015938699,20240925021012,380493587,1.0,1.0,6.0,6.0,19.394102,-99.2,3.0,1.5,1.0,2.0,1000.0,1.0,2,1.0,2.0,0,0,264,2.0
12734,12734,630379352359637088,20240925021012,423285263,1.0,1.0,5.0,5.0,19.42547,-99.17826,4.0,1.0,2.0,2.0,1179.0,3.0,365,3.0,365.0,17,54,329,23.0
12735,12735,630390067804450231,20240925021012,153427589,1.0,1.0,2.0,2.0,19.4,-99.15591,4.0,2.0,1.0,2.0,642.0,1.0,365,1.0,365.0,0,0,57,15.0
12736,12736,630419277072714758,20240925021012,25505471,1.0,0.98,6.2,7.3,19.409195,-99.17215,2.9,1.4,1.4,1.6,1026.3,2.0,365,2.2,365.0,11,53,319,4.0
12737,12737,630465704536497975,20240925021012,272904478,1.0,1.0,3.0,3.0,19.38341214638972,-99.2,2.0,1.0,1.0,2.0,350.0,1.6,365,4.0,365.0,30,90,365,1.0
12738,12738,630476978008287926,20240925021012,343006830,1.0,1.0,1.0,1.0,19.43279,-99.17266,2.0,1.0,1.0,1.0,1600.0,3.0,29,3.0,29.0,25,85,359,3.0
12739,12739,630526930819372886,20240925021012,245618000,1.0,1.0,6.2,7.3,19.423483,-99.168915,3.0,1.0,1.0,2.0,1016.0,1.0,60,1.0,1125.0,11,62,70,27.0
12740,12740,630578175820200779,20240925021012,245618000,1.0,1.0,6.2,7.3,19.423483,-99.168915,2.0,1.0,1.0,1.0,833.0,1.0,60,1.0,1125.0,19,79,87,27.0
12741,12741,625563702882626472,20240925021012,364502666,1.0,1.0,1.0,1.0,19.45617,-99.18681,2.0,1.0,1.0,1.0,850.0,1.0,365,1.0,365.0,30,90,365,2.0
12742,12742,625608282596083858,20240925021012,458845663,1.0,1.0,1.0,3.0,19.4,-99.2,2.9,1.4,1.4,1.6,1026.3,1.0,1125,1.0,1125.0,30,88,363,59.0
12743,12743,625855277902776080,20240925021012,458836473,1.0,1.0,1.0,2.0,19.43347,-99.14544,3.0,1.0,1.0,2.0,911.0,3.0,20,3.0,20.0,14,58,58,93.0
12744,12744,625910506639588424,20240925021012,90632904,1.0,1.0,6.2,7.3,19.4172,-99.17871,4.0,2.0,2.0,2.0,1692.0,1.0,45,1.0,1125.0,2,29,108,80.0
12745,12745,625925547774233266,20240925021012,40243564,1.0,1.0,9.0,9.0,19.43402,-99.17647,2.0,1.0,1.0,1.0,379.0,2.0,365,2.0,365.0,0,0,267,22.0
12746,12746,626043554073706930,20240925021012,66387078,1.0,1.0,6.2,7.3,19.43176,-99.16445,1.0,1.4748595090209995,1.0,1.9678361335646877,999.0,1.0,20,1.9,24.2,30,90,90,25.0
12747,12747,626086490118463444,20240925021012,413492080,1.0,1.0,3.0,4.0,19.401278,-99.172623,3.0,1.0,1.0,1.0,757.0,2.0,365,2.0,1125.0,30,90,364,5.0
12748,12748,626122582515756056,20240925021012,216483893,1.0,0.95,3.0,3.0,19.4286677,-99.1889736,5.0,1.5,2.0,3.0,1026.3,1.6,40,1.8,40.0,30,90,98,8.0
12749,12749,626130848073977324,20240925021012,455989965,1.0,0.99,16.0,22.0,19.434761,-99.152275,4.0,1.0,1.0,2.0,1264.0,2.0,365,2.0,1125.0,24,79,117,92.0
12750,12750,630921165690765842,20240925021012,161922383,1.0,1.0,1.0,1.0,19.41227,-99.1862,2.0,1.0,1.0,1.0,750.0,2.0,365,2.0,365.0,26,86,361,5.0
12751,12751,631095566021296941,20240925021012,12849506,1.0,1.0,1.0,2.0,19.413351,-99.179382,5.0,2.0,2.0,3.0,2086.0,1.0,1125,1.0,1125.0,20,77,101,80.0
12752,12752,631111057396306689,20240925021012,453796439,1.0,0.98,2.0,2.0,19.36663,-99.15552,2.9,2.0,3.0,1.6,1519.0,2.0,365,2.0,365.0,0,0,55,38.0
12753,12753,631186371516157725,20240925021012,460092629,1.0,1.0,2.0,2.0,19.431326,-99.165169,4.0,2.0,2.0,2.0,1167.0,2.0,1125,2.0,1125.0,11,58,325,27.0
12754,12754,626177176869828378,20240925021012,65155381,1.0,1.0,31.0,7.3,19.43346,-99.18226,2.0,1.0,1.0,1.0,451.0,1.0,365,1.1,1125.0,12,69,344,111.0
12755,12755,626220601970318809,20240925021012,167095471,1.0,1.0,21.0,37.0,19.432302,-99.178101,2.0,1.0,1.0,1.0,1044.0,1.0,90,1.0,90.0,25,72,347,1.0
12756,12756,626276841034749885,20240925021012,5755202,1.0,0.97,6.2,7.3,19.4391,-99.18318,6.0,2.0,2.0,2.0,1932.0,2.0,365,2.0,1125.0,17,77,77,16.0
12757,12757,626603571440447828,20240925021012,128993582,1.0,1.0,8.0,8.0,19.4,-99.20314,2.0,1.0,1.0,1.0,1026.3,1.0,365,1.0,365.0,28,85,360,5.0
12758,12758,626621510103451935,20240925021012,459042168,1.0,0.99,1.0,1.0,19.4,-99.19461,2.0,1.5,1.0,1.0,1600.0,1.0,1125,1.0,1125.0,30,90,365,0.0
12759,12759,626762718312511644,20240925021012,316264544,1.0,1.0,23.0,7.3,19.432302,-99.178101,1.0,1.0,1.0,1.0,971.0,1.0,90,1.0,90.0,30,90,365,1.0
12760,12760,633551666336132873,20240925021012,185904569,1.0,0.99,1.0,3.0,19.41955,-99.15846,4.0,1.0,1.0,1.0,1181.0,1.6,60,4.0,1125.0,13,61,61,15.0
12761,12761,633589672151815982,20240925021012,440167382,1.0,0.98,4.0,4.0,19.358726501464844,-99.17181396484376,3.0,1.0,1.0,1.0,499.0,3.0,365,3.0,1125.0,4,25,300,28.0
12762,12762,633614594129623802,20240925021012,155835845,1.0,1.0,1.0,1.0,19.355726292783213,-99.2,2.0,1.0,1.0,2.0,790.0,1.0,365,1.0,365.0,30,90,180,2.0
12763,12763,631277740836585532,20240925021012,460110641,1.0,1.0,1.0,1.0,19.408199,-99.2,6.0,1.0,2.0,3.0,1026.3,2.0,520,2.0,520.0,24,79,255,13.0
12764,12764,631284609531378386,20240925021012,9664207,1.0,0.97,16.0,16.0,19.428873,-99.168991,2.0,1.0,1.0,1.0,2075.0,2.0,365,3.7,1125.0,25,85,344,92.0
12765,12765,631350731075158894,20240925021012,100445015,1.0,1.0,1.0,1.0,19.37709,-99.17513,4.0,2.0,3.0,2.0,2700.0,2.0,365,2.0,365.0,30,90,365,0.0
12766,12766,631448948875788628,20240925021012,199888739,1.0,0.99,2.0,4.0,19.42487,-99.16997,2.0,1.0,1.0,1.0,1500.0,1.0,2,1.0,1125.0,0,0,83,1.0
12767,12767,631454183499189489,20240925021012,51025387,1.0,1.0,2.0,3.0,19.418716430664062,-99.17322540283205,2.0,2.0,1.0,1.0,1055.0,1.0,365,1.0,365.0,30,90,364,9.0
12768,12768,631529474463523427,20240925021012,51849782,1.0,0.99,12.0,19.0,19.41,-99.16566,1.0,1.0,1.0,1.0,580.0,1.6,25,1.8,1125.0,30,90,100,14.0
12769,12769,633924496043216057,20240925021012,101448059,1.0,1.0,1.0,1.0,19.471504,-99.207237,2.0,1.0,2.0,2.0,427.0,1.0,365,1.0,365.0,0,23,298,0.0
12770,12770,633926100474160367,20240925021012,460714294,1.0,1.0,1.0,1.0,19.419296,-99.163582,5.0,2.0,2.0,3.0,1800.0,2.0,1125,2.0,1125.0,6,52,285,70.0
12771,12771,634049907053982161,20240925021012,123526726,1.0,1.0,25.0,26.0,19.43218,-99.19021,4.0,1.0,1.0,2.0,1962.0,1.0,1125,1.0,177.0,13,39,124,54.0
12772,12772,634097020095445098,20240925021012,251637911,1.0,0.97,12.0,12.0,19.42213,-99.1714,6.0,1.0,2.0,3.0,1283.0,1.0,365,1.0,1125.0,10,47,314,106.0
12773,12773,634099203224179976,20240925021012,8905097,1.0,1.0,6.2,7.3,19.41435991494864,-99.1733247959708,2.9,3.5,1.4,1.6,2432.0,2.0,365,2.0,1125.0,23,74,349,37.0
12774,12774,634120142708310082,20240925021012,380493587,1.0,1.0,6.0,6.0,19.39495,-99.2,2.0,1.5,1.0,2.0,1000.0,1.0,1125,1.0,1125.0,0,0,264,0.0
12775,12775,634174583240583972,20240925021012,123863228,1.0,1.0,1.0,2.0,19.41588020324707,-99.16815948486328,2.0,1.0,1.0,1.0,1142.0,2.0,1125,2.0,1125.0,30,90,364,2.0
12776,12776,634181350610941872,20240925021012,460785488,1.0,0.99,2.0,2.0,19.34846,-99.16655,2.0,1.0,1.0,1.0,962.0,1.0,1125,1.0,1125.0,11,55,325,27.0
12777,12777,634189553968832354,20240925021012,31540218,1.0,1.0,19.0,25.0,19.406576,-99.176155,2.0,1.0,1.0,1.0,585.0,2.0,365,2.0,1125.0,0,25,32,18.0
12778,12778,634355755865414097,20240925021012,460826213,1.0,0.99,1.0,1.0,19.4,-99.122307,6.0,2.0,3.0,3.0,1026.3,1.0,365,1.0,365.0,30,90,364,0.0
12779,12779,634734043879127883,20240925021012,446828715,1.0,0.99,1.0,1.0,19.364573,-99.16259,5.0,2.0,2.0,1.6,1026.3,1.6,1125,4.0,1125.0,30,90,365,1.0
12780,12780,631854263160681309,20240925021012,36637162,1.0,0.95,2.0,2.0,19.402324676513672,-99.16419219970705,4.0,1.0,1.0,2.0,1143.0,2.0,10,2.0,10.0,27,86,93,9.0
12781,12781,631882541409858790,20240925021012,3489283,1.0,1.0,3.0,3.0,19.416946,-99.177994,2.0,1.5,1.0,1.0,1026.3,3.0,1125,3.0,1125.0,5,6,6,2.0
12782,12782,632058760451122976,20240925021012,118261631,1.0,0.97,2.0,2.0,19.4,-99.16647,3.0,1.0,1.0,2.0,1056.0,2.0,20,2.0,1125.0,15,75,350,54.0
12783,12783,632236432861259096,20240925021012,219170846,1.0,0.99,1.0,1.0,19.4,-99.147116,1.0,1.0,1.0,1.0,230.0,1.0,1125,1.0,1125.0,0,0,267,10.0
12784,12784,632551180574784714,20240925021012,725320,1.0,1.0,1.0,1.0,19.416452,-99.175095,4.0,2.0,1.0,1.0,1026.3,1.6,60,5.0,1125.0,16,23,23,30.0
12785,12785,634762700799809399,20240925021012,460923503,1.0,1.0,1.0,1.0,19.39896,-99.18085,6.0,1.0,2.0,3.0,1063.0,1.0,90,1.0,1125.0,6,54,144,112.0
12786,12786,634788820987210392,20240925021012,25505471,1.0,0.98,6.2,7.3,19.411661,-99.17524,2.9,1.4,1.4,1.6,1026.3,3.0,365,2.9,365.0,9,60,326,30.0
12787,12787,634843815654746641,20240925021012,307306978,1.0,0.98,2.0,2.0,19.436268,-99.191185,4.0,1.5,2.0,2.0,1663.0,2.0,20,2.0,20.0,11,39,304,84.0
12788,12788,634894010679606075,20240925021012,332120390,1.0,0.99,6.2,7.3,19.355564,-99.167297,4.0,2.0,2.0,3.0,1026.3,1.0,365,1.0,924.1,11,52,54,16.0
12789,12789,634970042272461696,20240925021012,148932319,1.0,1.0,2.0,2.0,19.396856,-99.170975,3.0,1.4748595090209995,1.0,1.9678361335646877,999.0,2.0,1125,2.0,1125.0,0,0,0,39.0
12790,12790,635013748621215836,20240925021012,1455454,1.0,0.98,1.0,1.0,19.43091,-99.15557,4.0,1.5,2.0,2.0,899.0,2.0,1125,2.0,1125.0,2,2,80,77.0
12791,12791,635022515313822681,20240925021012,30799204,1.0,0.99,3.0,3.0,19.427799,-99.163841,4.0,1.0,1.0,2.0,731.0,3.0,10,3.0,1125.0,5,50,324,84.0
12792,12792,635047657144898869,20240925021012,23382111,1.0,1.0,6.2,7.3,19.42345,-99.16088,2.0,1.0,1.0,1.0,1273.0,1.0,365,2.0,1125.0,14,74,349,87.0
12793,12793,635458075666627516,20240925021012,26376000,1.0,1.0,1.0,1.0,19.419676,-99.15583,2.0,1.4748595090209995,1.5696453569762017,1.9678361335646877,999.0,2.0,365,2.0,365.0,0,0,0,3.0
12794,12794,632568357684263784,20240925021012,172512719,1.0,1.0,1.0,1.0,19.404131,-99.123802,6.0,1.0,2.0,1.6,1071.0,1.0,1125,1.0,1125.0,18,72,345,42.0
12795,12795,632610669127178671,20240925021012,459073944,1.0,1.0,10.0,11.0,19.43422,-99.148,2.0,1.0,1.0,2.0,860.0,2.0,1125,2.0,1125.0,28,86,360,61.0
12796,12796,632611196685760658,20240925021012,123966239,1.0,1.0,3.0,3.0,19.4,-99.138786,2.9,1.0,1.0,0.0,480.0,1.0,1125,1.0,1125.0,30,88,362,23.0
